name,rating,reviews,installs,price,content_rating,genre
PAC-MAN,4.2,"685,981","100,000,000",0.00,Everyone,Arcade
Parallel Space - Multiple accounts & Two face,4.6,"3,062,845","100,000,000",0.00,Everyone,Personalization
Path,4.4,"1,520,959","10,000,000",0.00,Teen,Social
PayPal,4.3,"659,760","50,000,000",0.00,Everyone,Finance
Perfect Piano,4.2,"828,489","50,000,000",0.00,Everyone,Music
Period Tracker - Period Calendar Ovulation Tracker,4.8,"4,559,407","100,000,000",0.00,Everyone,Health & Fitness
PES 2018 PRO EVOLUTION SOCCER,4.4,"1,721,943","10,000,000",0.00,Everyone,Sports
PES CLUB MANAGER,4.4,"783,025","10,000,000",0.00,Everyone,Sports
PewDiePie's Tuber Simulator,4.8,"1,499,466","10,000,000",0.00,Teen,Casual
Photo Collage Editor,4.2,"1,028,637","100,000,000",0.00,Everyone,Photography
Photo Collage Maker,4.3,"751,766","10,000,000",0.00,Everyone,Photography
Photo Editor by Aviary,4.4,"1,490,732","50,000,000",0.00,Everyone,Photography
Photo Editor Collage Maker Pro,4.5,"1,519,671","100,000,000",0.00,Everyone,Photography
Photo Editor Pro,4.3,"1,871,421","100,000,000",0.00,Everyone,Photography
Photo Effects Pro,4.4,"1,494,491","50,000,000",0.00,Everyone,Photography
"Photo Lab Picture Editor: face effects, art frames",4.5,"1,536,512","50,000,000",0.00,Everyone,Photography
PhotoDirector Photo Editor App,4.6,"714,340","10,000,000",0.00,Everyone,Photography
"PhotoGrid: Video & Pic Collage Maker, Photo Editor",4.6,"7,529,865","100,000,000",0.00,Everyone,Photography
PhotoWonder: Pro Beauty Photo Editor Collage Maker,4.4,"852,649","50,000,000",0.00,Teen,Photography
Piano Free - Keyboard with Magic Tiles Music Games,4.5,"785,622","50,000,000",0.00,Everyone,Music
Piano Tiles 2™,4.7,"8,118,880","100,000,000",0.00,Everyone,Arcade
Pic Collage - Photo Editor,4.6,"1,451,000","50,000,000",0.00,Everyone,Photography
PicsArt Photo Studio: Collage Maker & Pic Editor,4.5,"7,594,559","100,000,000",0.00,Teen,Photography
Pinterest,4.6,"4,305,441","100,000,000",0.00,Teen,Social
Pixel Art: Color by Number Game,4.7,"1,125,566","10,000,000",0.00,Everyone,Puzzle
Pixel Gun 3D: Survival shooter & Battle Royale,4.5,"4,487,182","50,000,000",0.00,Teen,Action
Pixlr – Free Photo Editor,4.4,"1,163,232","50,000,000",0.00,Everyone,Photography
Plants vs. Zombies FREE,4.4,"4,067,651","100,000,000",0.00,Everyone 10+,Strategy
Pokémon GO,4.1,"10,424,925","100,000,000",0.00,Everyone,Adventure
Pou,4.3,"10,486,018","500,000,000",0.00,Everyone,Casual
"PowerDirector Video Editor App: 4K, Slow Mo & More",4.5,"714,665","10,000,000",0.00,Everyone,Video Players & Editors
Pregnancy Tracker & Countdown to Baby Due Date,4.7,"658,087","10,000,000",0.00,Everyone,Parenting
PUBG MOBILE,4.4,"3,716,278","50,000,000",0.00,Teen,Action
QuickPic - Photo Gallery with Google Drive Support,4.6,"847,159","10,000,000",0.00,Everyone,Photography
"Quik – Free Video Editor for photos, clips, music",4.7,"696,665","10,000,000",0.00,Everyone,Video Players & Editors
Racing Moto,4.3,"697,805","50,000,000",0.00,Everyone,Racing
RAR,4.4,"669,901","50,000,000",0.00,Everyone,Tools
Real Basketball,4.5,"1,605,267","10,000,000",0.00,Everyone,Sports
Red Ball 4,4.4,"1,432,447","50,000,000",0.00,Everyone,Arcade
Retrica,4.3,"6,120,977","100,000,000",0.00,Everyone,Photography
Rider,4.5,"655,145","10,000,000",0.00,Teen,Arcade
Robbery Bob,4.5,"617,732","10,000,000",0.00,Everyone 10+,Action
ROBLOX,4.5,"4,450,890","100,000,000",0.00,Everyone 10+,Adventure;Action & Adventure
Roll the Ball® - slide puzzle,4.5,"1,385,093","100,000,000",0.00,Everyone,Puzzle
Rolling Sky,4.5,"1,117,212","50,000,000",0.00,Everyone,Board
RULES OF SURVIVAL,4.2,"1,343,866","10,000,000",0.00,Teen,Action
Runtastic Running App & Mile Tracker,4.5,"827,653","10,000,000",0.00,Everyone,Health & Fitness
"S Photo Editor - Collage Maker , Photo Collage",4.4,"972,574","100,000,000",0.00,Everyone,Photography
Score! Hero,4.6,"5,419,676","100,000,000",0.00,Everyone,Sports
"Security Master - Antivirus, VPN, AppLock, Booster",4.7,"24,900,999","500,000,000",0.00,Everyone,Tools
Shadow Fight 2,4.6,"10,981,850","100,000,000",0.00,Everyone 10+,Action
Share Music & Transfer Files - Xender,4.4,"1,280,423","100,000,000",0.00,Everyone,Tools
SHAREit - Transfer & Share,4.6,"7,790,693","500,000,000",0.00,Everyone,Tools
SimCity BuildIt,4.5,"4,218,587","50,000,000",0.00,Everyone 10+,Simulation
Skater Boy,4.3,"1,167,143","100,000,000",0.00,Everyone,Arcade
Skype - free IM & video calls,4.1,"10,484,169","1,000,000,000",0.00,Everyone,Communication
slither.io,4.4,"5,235,294","100,000,000",0.00,Everyone,Action
Smash Hit,4.5,"4,147,718","100,000,000",0.00,Everyone,Arcade
Snapchat,4.0,"17,015,352","500,000,000",0.00,Teen,Social
Snapseed,4.5,"823,109","50,000,000",0.00,Everyone,Photography
SNOW - AR Camera,4.3,"1,017,237","50,000,000",0.00,Everyone,Photography
Soccer Star 2018 Top Leagues · MLS Soccer Games,4.6,"652,940","10,000,000",0.00,Teen,Sports
Sonic Dash,4.5,"3,778,921","100,000,000",0.00,Everyone,Arcade
Speedtest by Ookla,4.4,"1,028,794","100,000,000",0.00,Everyone,Tools
Square InPic - Photo Editor & Collage Maker,4.4,"635,846","50,000,000",0.00,Everyone,Photography
Star Wars™: Galaxy of Heroes,4.5,"1,461,698","10,000,000",0.00,Everyone 10+,Role Playing
Stick War: Legacy,4.6,"811,040","10,000,000",0.00,Teen,Strategy
Subway Surfers,4.5,"27,725,352","1,000,000,000",0.00,Everyone 10+,Arcade
Summoners War,4.3,"2,045,554","50,000,000",0.00,Teen,Role Playing
Super Mario Run,3.7,"1,221,896","100,000,000",0.00,Everyone,Action
Swamp Attack,4.4,"2,119,235","50,000,000",0.00,Everyone 10+,Action
"Sweet Selfie - selfie camera, beauty cam, photo edit",4.6,"1,159,058","100,000,000",0.00,Everyone,Photography
SwiftKey Keyboard,4.5,"2,764,964","100,000,000",0.00,Everyone,Productivity
Talking Angela,3.7,"1,828,284","100,000,000",0.00,Everyone,Entertainment
Talking Ben the Dog,4.3,"1,633,682","100,000,000",0.00,Everyone,Entertainment
Talking Ginger,4.2,"1,752,017","100,000,000",0.00,Everyone,Entertainment
Talking Ginger 2,4.2,"702,975","50,000,000",0.00,Everyone,Entertainment
Talking Tom & Ben News,4.4,"1,131,937","100,000,000",0.00,Everyone,Entertainment
Talking Tom Bubble Shooter,4.4,"687,136","50,000,000",0.00,Everyone,Casual
Talking Tom Cat,4.3,"1,838,090","100,000,000",0.00,Everyone 10+,Casual
Talking Tom Cat 2,4.3,"3,213,548","100,000,000",0.00,Everyone 10+,Entertainment
Talking Tom Gold Run,4.6,"2,698,889","100,000,000",0.00,Everyone,Action
Temple Run,4.3,"4,000,433","100,000,000",0.00,Everyone,Arcade
Temple Run 2,4.3,"8,119,154","500,000,000",0.00,Everyone,Action
The birth,4.7,"1,084,945","50,000,000",0.00,Teen,Shopping
The Simpsons™: Tapped Out,4.3,"636,995","10,000,000",0.00,Teen,Casual
The Sims™ FreePlay,4.3,"931,595","10,000,000",0.00,Teen,Simulation
The Tribez: Build a Village,4.4,"1,852,384","10,000,000",0.00,Everyone,Simulation
The Weather Channel: Rain Forecast & Storm Alerts,4.4,"1,558,437","50,000,000",0.00,Everyone,Weather
Tik Tok - including musical.ly,4.4,"5,637,451","100,000,000",0.00,Teen,Social
Tiny Flashlight + LED,4.4,"4,254,879","100,000,000",0.00,Everyone,Tools
Toca Kitchen 2,4.5,"1,014,846","50,000,000",0.00,Everyone,Educational;Pretend Play
Tom Loves Angela,4.1,"1,111,915","100,000,000",0.00,Everyone,Entertainment
Tom's Love Letters,4.1,"705,805","50,000,000",0.00,Everyone,Entertainment
Toon Blast,4.7,"1,351,771","10,000,000",0.00,Everyone,Puzzle
Top Eleven 2018 - Be a Soccer Manager,4.4,"3,451,011","50,000,000",0.00,Everyone,Sports
Township,4.6,"4,451,317","50,000,000",0.00,Everyone,Casual
Toy Blast,4.7,"1,889,582","50,000,000",0.00,Everyone,Puzzle
Traffic Racer,4.5,"5,387,781","100,000,000",0.00,Everyone,Racing
TripAdvisor Hotels Flights Restaurants Attractions,4.4,"1,162,838","100,000,000",0.00,Everyone,Travel & Local
Trivia Crack,4.5,"6,427,773","100,000,000",0.00,Everyone,Trivia
"Truecaller: Caller ID, SMS spam blocking & Dialer",4.5,"7,820,775","100,000,000",0.00,Everyone,Communication
Turbo FAST,4.3,"1,329,192","50,000,000",0.00,Everyone,Racing;Action & Adventure
Twitch: Livestream Multiplayer Games & Esports,4.6,"2,133,296","50,000,000",0.00,Teen,Entertainment
Uber,4.2,"4,928,420","100,000,000",0.00,Everyone,Maps & Navigation
Uber Driver,4.4,"1,254,730","10,000,000",0.00,Everyone,Business
UC Browser - Fast Download Private & Secure,4.5,"17,714,850","500,000,000",0.00,Teen,Communication
UC Browser Mini -Tiny Fast Private & Secure,4.4,"3,648,765","100,000,000",0.00,Teen,Communication
UNO ™ & Friends,4.1,"1,728,557","50,000,000",0.00,Everyone,Card
"Vault-Hide SMS,Pics & Videos,App Lock,Cloud backup",4.5,"984,451","50,000,000",0.00,Everyone,Business
Vector,4.4,"3,058,687","100,000,000",0.00,Everyone 10+,Arcade
Vegas Crime Simulator,4.2,"721,646","50,000,000",0.00,Teen,Simulation
Viber Messenger,4.3,"11,335,481","500,000,000",0.00,Everyone,Communication
Video Downloader for Facebook,4.6,"894,435","50,000,000",0.00,Teen,Tools
"Video Editor Music,Cut,No Crop",4.7,"2,163,282","50,000,000",0.00,Everyone,Photography
"VideoShow-Video Editor, Video Maker, Beauty Camera",4.6,"4,016,834","100,000,000",0.00,Everyone,Video Players & Editors
Vigo Video,4.3,"1,615,596","50,000,000",0.00,Teen,Video Players & Editors
Virtual Families 2,4.2,"636,228","10,000,000",0.00,Everyone,Casual
VivaVideo - Video Editor & Photo Movie,4.6,"9,879,473","100,000,000",0.00,Teen,Video Players & Editors
VLC for Android,4.4,"1,032,076","100,000,000",0.00,Everyone,Video Players & Editors
Vlogger Go Viral - Tuber Game,4.8,"1,304,467","10,000,000",0.00,Everyone,Strategy
Voice changer with effects,4.2,"1,260,903","50,000,000",0.00,Everyone,Entertainment
VPN Free - Betternet Hotspot VPN & Private Browser,4.5,"801,054","10,000,000",0.00,Everyone,Tools
VSCO,4.4,"753,115","50,000,000",0.00,Everyone,Photography
War Robots,4.6,"3,073,251","50,000,000",0.00,Everyone 10+,Action
Wattpad 📖 Free Books,4.6,"2,915,189","100,000,000",0.00,Teen,Books & Reference
"Waze - GPS, Maps, Traffic Alerts & Live Navigation",4.6,"7,232,629","100,000,000",0.00,Everyone,Maps & Navigation
We Heart It,4.5,"637,309","10,000,000",0.00,Teen,Social
Weather & Clock Widget for Android,4.4,"2,371,543","50,000,000",0.00,Everyone,Weather
"Weather by WeatherBug: Forecast, Radar & Alerts",4.5,"981,995","10,000,000",0.00,Everyone,Weather
WeChat,4.2,"5,387,631","100,000,000",0.00,Everyone,Communication
WhatsApp Messenger,4.4,"69,119,316","1,000,000,000",0.00,Everyone,Communication
WhatsCall Free Global Phone Call App & Cheap Calls,4.6,"1,130,966","10,000,000",0.00,Everyone,Communication
Where is my Train : Indian Railway & PNR Status,4.7,"620,534","10,000,000",0.00,Everyone,Travel & Local
Where's My Water? Free,4.4,"1,372,013","100,000,000",0.00,Everyone,Puzzle;Brain Games
Who,4.3,"2,451,093","100,000,000",0.00,Teen,Communication
Wish - Shopping Made Fun,4.5,"6,212,081","100,000,000",0.00,Everyone,Shopping
Words With Friends – Play Free,4.3,"711,719","10,000,000",0.00,Everyone,Word
Words With Friends Classic,4.3,"1,704,112","50,000,000",0.00,Everyone,Word
World Series of Poker – WSOP Free Texas Holdem,4.5,"910,051","10,000,000",0.00,Teen,Card
"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",4.5,"1,508,137","100,000,000",0.00,Everyone,Productivity
Wrestling Revolution 3D,4.3,"989,344","50,000,000",0.00,Teen,Sports
WWE,4.5,"736,864","10,000,000",0.00,Teen,Entertainment
Yahoo Mail – Stay Organized,4.3,"4,188,345","100,000,000",0.00,Everyone,Communication
Yahoo Weather,4.4,"1,312,037","10,000,000",0.00,Everyone,Weather
Yandex Browser with Protect,4.5,"1,237,135","50,000,000",0.00,Everyone,Personalization
Yes day,4.5,"10,055,521","100,000,000",0.00,Everyone,Casual
YouCam Makeup - Magic Selfie Makeovers,4.6,"3,337,956","100,000,000",0.00,Everyone,Photography
YouCam Perfect - Selfie Photo Editor,4.5,"1,579,343","100,000,000",0.00,Everyone,Photography
YouTube,4.3,"25,655,305","1,000,000,000",0.00,Teen,Video Players & Editors
Zalo – Video Call,4.2,"1,042,170","50,000,000",0.00,Everyone,Communication
ZEDGE™ Ringtones & Wallpapers,4.6,"6,466,641","100,000,000",0.00,Teen,Personalization
Zello PTT Walkie Talkie,4.4,"695,613","50,000,000",0.00,Everyone,Social
ZenUI Launcher,4.7,"1,141,545","50,000,000",0.00,Everyone,Personalization
Zombie Catchers,4.7,"990,796","10,000,000",0.00,Everyone,Action
Zombie Tsunami,4.4,"4,921,451","100,000,000",0.00,Everyone 10+,Arcade
Zynga Poker – Texas Holdem,4.4,"1,986,068","50,000,000",0.00,Teen,Casino
